user_id,age,gender,occupation,zip_code,prenom,nom,email,preferred_genre,best_rated_movie
263,41,M,programmer,55346,Melissa,Clements,melissa.clements@outlook.com,Drama,Aliens (1986)
264,36,F,writer,90064,Ashley,Ferguson,ashley.ferguson@gmail.com,Comedy,"Shining, The (1980)"
265,26,M,executive,84601,Teresa,Reynolds,teresa.reynolds@outlook.com,Drama,Ransom (1996)
266,62,F,administrator,78756,Loretta,Jenkins,loretta.jenkins@gmail.com,Drama,Sense and Sensibility (1995)
267,23,M,engineer,83716,Jason,Miranda,jason.miranda@gmail.com,Action,Miller's Crossing (1990)
268,24,M,engineer,19422,Brett,Hall,brett.hall@outlook.com,Comedy,Patton (1970)
269,31,F,librarian,43201,Mark,Wood,mark.wood@yahoo.com,Drama,Down by Law (1986)
270,18,F,student,63119,Kenneth,Brown,kenneth.brown@yahoo.com,Drama,"Birdcage, The (1996)"
271,51,M,engineer,22932,Kristina,Brown,kristina.brown@outlook.com,Drama,"Wizard of Oz, The (1939)"
272,33,M,scientist,53706,Jonathan,Mooney,jonathan.mooney@gmail.com,Drama,12 Angry Men (1957)
273,50,F,other,10016,Krystal,Sheppard,krystal.sheppard@yahoo.com,Drama,"Big Lebowski, The (1998)"
274,20,F,student,55414,Anthony,Jenkins,anthony.jenkins@gmail.com,Drama,That Thing You Do! (1996)
275,38,M,engineer,92064,Pamela,Mcdowell,pamela.mcdowell@gmail.com,Action,"Silence of the Lambs, The (1991)"
276,21,M,student,95064,Brandy,Thomas,brandy.thomas@outlook.com,Drama,"Shawshank Redemption, The (1994)"
277,35,F,administrator,55406,Amber,Conner,amber.conner@outlook.com,Drama,Heat (1995)
278,37,F,librarian,30033,Jordan,Mendez,jordan.mendez@yahoo.com,Drama,Rear Window (1954)
279,33,M,programmer,85251,Tina,Anderson,tina.anderson@yahoo.com,Comedy,Monty Python's Life of Brian (1979)
280,30,F,librarian,22903,Taylor,Anderson,taylor.anderson@outlook.com,Drama,"Crying Game, The (1992)"
281,15,F,student,06059,Courtney,Hopkins,courtney.hopkins@gmail.com,Thriller,Fly Away Home (1996)
282,22,M,administrator,20057,Edward,Young,edward.young@gmail.com,Thriller,Cop Land (1997)
283,28,M,programmer,55305,James,Mullins,james.mullins@outlook.com,Comedy,Faithful (1996)
284,40,M,executive,92629,David,Hebert,david.hebert@yahoo.com,Drama,In & Out (1997)
285,25,M,programmer,53713,Denise,Lambert,denise.lambert@yahoo.com,Drama,Swingers (1996)
286,27,M,student,15217,Matthew,Lawson,matthew.lawson@yahoo.com,Comedy,Romy and Michele's High School Reunion (1997)
287,21,M,salesman,31211,Kimberly,Hunt,kimberly.hunt@outlook.com,Comedy,Cop Land (1997)
288,34,M,marketing,23226,Lisa,Goodman,lisa.goodman@gmail.com,Drama,Good Will Hunting (1997)
289,11,M,none,94619,Juan,Gonzalez,juan.gonzalez@outlook.com,Action,Con Air (1997)
290,40,M,engineer,93550,Heather,Lutz,heather.lutz@gmail.com,Action,"Sound of Music, The (1965)"
291,19,M,student,44106,Christopher,Burgess,christopher.burgess@outlook.com,Comedy,Die Hard (1988)
292,35,F,programmer,94703,George,White,george.white@gmail.com,Drama,Raiders of the Lost Ark (1981)
293,24,M,writer,60804,Vincent,Miller,vincent.miller@yahoo.com,Drama,2001: A Space Odyssey (1968)
294,34,M,technician,92110,Debbie,Orozco,debbie.orozco@yahoo.com,Action,Starship Troopers (1997)
295,31,M,educator,50325,George,Ballard,george.ballard@outlook.com,Drama,Cape Fear (1991)
296,43,F,administrator,16803,Kristin,White,kristin.white@outlook.com,Drama,Singin' in the Rain (1952)
297,29,F,educator,98103,Kyle,Hernandez,kyle.hernandez@yahoo.com,Drama,Priest (1994)
298,44,M,executive,01581,Cheryl,Phillips,cheryl.phillips@gmail.com,Drama,Babe (1995)
299,29,M,doctor,63108,Christina,Brown,christina.brown@gmail.com,Drama,"Godfather, The (1972)"
300,26,F,programmer,55106,Danielle,Morris,danielle.morris@yahoo.com,Comedy,Love Jones (1997)
301,24,M,student,55439,Kelly,Johnson,kelly.johnson@gmail.com,Comedy,"Fugitive, The (1993)"
302,42,M,educator,77904,Patricia,Vargas,patricia.vargas@yahoo.com,Thriller,"Devil's Advocate, The (1997)"
303,19,M,student,14853,Barbara,Castaneda,barbara.castaneda@gmail.com,Comedy,Forrest Gump (1994)
304,22,F,student,71701,Jason,Jones,jason.jones@outlook.com,Thriller,Jerry Maguire (1996)
305,23,M,programmer,94086,William,Jennings,william.jennings@outlook.com,Drama,To Kill a Mockingbird (1962)
306,45,M,other,73132,Glen,Cross,glen.cross@yahoo.com,Drama,"Postino, Il (1994)"
307,25,M,student,55454,Alexander,Burnett,alexander.burnett@outlook.com,Action,Blade Runner (1982)
308,60,M,retired,95076,Ronald,Larson,ronald.larson@outlook.com,Drama,"Hudsucker Proxy, The (1994)"
309,40,M,scientist,70802,Megan,Rogers,megan.rogers@yahoo.com,Drama,G.I. Jane (1997)
310,37,M,educator,91711,Jeremy,Morris,jeremy.morris@gmail.com,Romance,Cold Comfort Farm (1995)
311,32,M,technician,73071,Elizabeth,Walker,elizabeth.walker@yahoo.com,Drama,"Silence of the Lambs, The (1991)"
312,48,M,other,02110,Jerry,Day,jerry.day@outlook.com,Drama,Gone with the Wind (1939)
313,41,M,marketing,60035,Courtney,Rodriguez,courtney.rodriguez@gmail.com,Drama,Night of the Living Dead (1968)
314,20,F,student,08043,Mark,Cortez,mark.cortez@gmail.com,Comedy,Apollo 13 (1995)
315,31,M,educator,18301,Julie,Liu,julie.liu@outlook.com,Drama,"Ice Storm, The (1997)"
316,43,F,other,77009,Roger,Greene,roger.greene@gmail.com,Drama,"Silence of the Lambs, The (1991)"
317,22,M,administrator,13210,Alyssa,Alvarado,alyssa.alvarado@yahoo.com,Thriller,Fallen (1998)
318,65,M,retired,06518,Charles,Davis,charles.davis@yahoo.com,Comedy,Men in Black (1997)
319,38,M,programmer,22030,Kayla,Mccann,kayla.mccann@gmail.com,Thriller,Titanic (1997)
320,19,M,student,24060,Laurie,Wallace,laurie.wallace@yahoo.com,Action,"Good, The Bad and The Ugly, The (1966)"
321,49,F,educator,55413,Kristina,Flores,kristina.flores@yahoo.com,Drama,"39 Steps, The (1935)"
322,20,M,student,50613,Michael,Johnson,michael.johnson@gmail.com,Drama,"Graduate, The (1967)"
323,21,M,student,19149,Carol,Adkins,carol.adkins@outlook.com,Drama,"Godfather, The (1972)"
324,21,F,student,02176,Michael,Franklin,michael.franklin@yahoo.com,Drama,"Saint, The (1997)"
325,48,M,technician,02139,William,Fowler,william.fowler@outlook.com,Drama,Duck Soup (1933)
326,41,M,administrator,15235,Angel,Garcia,angel.garcia@outlook.com,Drama,Star Wars (1977)
327,22,M,student,11101,Kim,Hernandez,kim.hernandez@gmail.com,Drama,Raging Bull (1980)
328,51,M,administrator,06779,Jessica,Byrd,jessica.byrd@outlook.com,Drama,"Treasure of the Sierra Madre, The (1948)"
329,48,M,educator,01720,Raymond,Ward,raymond.ward@yahoo.com,Drama,Lone Star (1996)
330,35,F,educator,33884,Darryl,Gray,darryl.gray@yahoo.com,Drama,Mr. Smith Goes to Washington (1939)
331,33,M,entertainment,91344,Timothy,Smith,timothy.smith@yahoo.com,Drama,Ed Wood (1994)
332,20,M,student,40504,Judy,Hansen,judy.hansen@outlook.com,Thriller,Casino (1995)
333,47,M,other,V0R2M,Nicholas,Medina,nicholas.medina@yahoo.com,Comedy,While You Were Sleeping (1995)
334,32,M,librarian,30002,Jeffery,Wells,jeffery.wells@gmail.com,Drama,Rear Window (1954)
335,45,M,executive,33775,Caleb,Gonzalez,caleb.gonzalez@gmail.com,Thriller,Wag the Dog (1997)
336,23,M,salesman,42101,Brittany,Berry,brittany.berry@gmail.com,Comedy,Monty Python's Life of Brian (1979)
337,37,M,scientist,10522,Todd,Lowery,todd.lowery@outlook.com,Action,Star Trek IV: The Voyage Home (1986)
338,39,F,librarian,59717,Paula,Valencia,paula.valencia@outlook.com,Comedy,"Close Shave, A (1995)"
339,35,M,lawyer,37901,Logan,Taylor,logan.taylor@outlook.com,Drama,"Wizard of Oz, The (1939)"
340,46,M,engineer,80123,Jeremy,Webster,jeremy.webster@outlook.com,Comedy,Toy Story (1995)
341,17,F,student,44405,Howard,Navarro,howard.navarro@yahoo.com,Comedy,Soul Food (1997)
342,25,F,other,98006,Steven,Stephens,steven.stephens@outlook.com,Drama,Scream (1996)
343,43,M,engineer,30093,Denise,Willis,denise.willis@gmail.com,Drama,2001: A Space Odyssey (1968)
344,30,F,librarian,94117,Emily,Dorsey,emily.dorsey@yahoo.com,Drama,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)"
345,28,F,librarian,94143,Melissa,Jones,melissa.jones@outlook.com,Drama,Hoop Dreams (1994)
346,34,M,other,76059,Emma,Thomas,emma.thomas@yahoo.com,Action,Desperado (1995)
347,18,M,student,90210,Kristina,Johnson,kristina.johnson@yahoo.com,Action,Braveheart (1995)
348,24,F,student,45660,Patricia,Miller,patricia.miller@gmail.com,Comedy,"Craft, The (1996)"
349,68,M,retired,61455,Tonya,Powers,tonya.powers@yahoo.com,Drama,Angels and Insects (1995)
350,32,M,student,97301,Scott,Clark,scott.clark@yahoo.com,Drama,Raiders of the Lost Ark (1981)
351,61,M,educator,49938,Crystal,Roberts,crystal.roberts@yahoo.com,Drama,"Peacemaker, The (1997)"
352,37,F,programmer,55105,Jessica,Barrera,jessica.barrera@yahoo.com,Action,GoodFellas (1990)
353,25,M,scientist,28480,Jennifer,Esparza,jennifer.esparza@yahoo.com,Drama,"English Patient, The (1996)"
354,29,F,librarian,48197,Peggy,Adams,peggy.adams@outlook.com,Drama,Kolya (1996)
355,25,M,student,60135,Jennifer,Simpson,jennifer.simpson@gmail.com,Thriller,"English Patient, The (1996)"
356,32,F,homemaker,92688,Diana,Turner,diana.turner@outlook.com,Drama,Titanic (1997)
357,26,M,executive,98133,Barbara,Wolf,barbara.wolf@gmail.com,Comedy,Star Trek: First Contact (1996)
358,40,M,educator,10022,Christopher,Williams,christopher.williams@outlook.com,Drama,"Wizard of Oz, The (1939)"
359,22,M,student,61801,Hector,Wilkins,hector.wilkins@gmail.com,Action,Titanic (1997)
360,51,M,other,98027,Susan,Simpson,susan.simpson@gmail.com,Drama,Lawrence of Arabia (1962)
361,22,M,student,44074,Devin,Mccarthy,devin.mccarthy@gmail.com,Drama,"English Patient, The (1996)"
362,35,F,homemaker,85233,Kathleen,Miles,kathleen.miles@yahoo.com,Thriller,"Game, The (1997)"
363,20,M,student,87501,Jacob,Schwartz,jacob.schwartz@outlook.com,Drama,Flirt (1995)
364,63,M,engineer,01810,Kathryn,Wagner,kathryn.wagner@gmail.com,Drama,She's the One (1996)
365,29,M,lawyer,20009,Joseph,Dixon,joseph.dixon@yahoo.com,Drama,In & Out (1997)
366,20,F,student,50670,Elizabeth,Warren,elizabeth.warren@outlook.com,Horror,Braindead (1992)
367,17,M,student,37411,Samuel,Hall,samuel.hall@gmail.com,Horror,"Fifth Element, The (1997)"
368,18,M,student,92113,Lynn,Rose,lynn.rose@outlook.com,Horror,From Dusk Till Dawn (1996)
369,24,M,student,91335,Eric,Mendoza,eric.mendoza@outlook.com,Action,Starship Troopers (1997)
370,52,M,writer,08534,Benjamin,Lane,benjamin.lane@yahoo.com,Drama,"Hunt for Red October, The (1990)"
371,36,M,engineer,99206,Derek,Kelley,derek.kelley@yahoo.com,Action,Dances with Wolves (1990)
372,25,F,student,66046,Jon,Willis,jon.willis@yahoo.com,Thriller,Basic Instinct (1992)
373,24,F,other,55116,Stacey,Hooper,stacey.hooper@outlook.com,Drama,Persuasion (1995)
374,36,M,executive,78746,Kim,Orr,kim.orr@outlook.com,Drama,Bound (1996)
375,17,M,entertainment,37777,Matthew,Fernandez,matthew.fernandez@outlook.com,Thriller,Psycho (1960)
376,28,F,other,10010,Erica,Davis,erica.davis@outlook.com,Drama,"Full Monty, The (1997)"
377,22,M,student,18015,Joan,Lowe,joan.lowe@yahoo.com,Thriller,Scream (1996)
378,35,M,student,02859,Mark,Smith,mark.smith@outlook.com,Drama,"Madness of King George, The (1994)"
379,44,M,programmer,98117,Wayne,Hill,wayne.hill@gmail.com,Comedy,Groundhog Day (1993)
380,32,M,engineer,55117,Taylor,Carlson,taylor.carlson@yahoo.com,Drama,"Man Who Would Be King, The (1975)"
381,33,M,artist,94608,Charles,Williams,charles.williams@gmail.com,Drama,"Piano, The (1993)"
382,45,M,engineer,01824,Robert,King,robert.king@outlook.com,Drama,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
383,42,M,administrator,75204,Faith,Ross,faith.ross@yahoo.com,Drama,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)
384,52,M,programmer,45218,Sharon,Griffin,sharon.griffin@gmail.com,Thriller,Good Will Hunting (1997)
385,36,M,writer,10003,Angela,Johnson,angela.johnson@gmail.com,Drama,Faust (1994)
386,36,M,salesman,43221,Larry,Palmer,larry.palmer@gmail.com,Action,"Boot, Das (1981)"
387,33,M,entertainment,37412,Michael,Obrien,michael.obrien@yahoo.com,Drama,Pulp Fiction (1994)
388,31,M,other,36106,Laura,Richardson,laura.richardson@gmail.com,Thriller,Titanic (1997)
389,44,F,writer,83702,Ryan,Davidson,ryan.davidson@yahoo.com,Comedy,My Man Godfrey (1936)
390,42,F,writer,85016,Daniel,Campbell,daniel.campbell@outlook.com,Drama,Cats Don't Dance (1997)
391,23,M,student,84604,Stephanie,Fleming,stephanie.fleming@gmail.com,Drama,Pulp Fiction (1994)
392,52,M,writer,59801,Christina,Miranda,christina.miranda@gmail.com,Drama,12 Angry Men (1957)
393,19,M,student,83686,Nicholas,Campbell,nicholas.campbell@yahoo.com,Comedy,Happy Gilmore (1996)
394,25,M,administrator,96819,David,Underwood,david.underwood@gmail.com,Action,Ace Ventura: Pet Detective (1994)
395,43,M,other,44092,James,Rodriguez,james.rodriguez@yahoo.com,Drama,"Empire Strikes Back, The (1980)"
396,57,M,engineer,94551,Katherine,Moyer,katherine.moyer@outlook.com,Thriller,Star Trek: First Contact (1996)
397,17,M,student,27514,Ashley,Smith,ashley.smith@yahoo.com,Drama,Twelve Monkeys (1995)
398,40,M,other,60008,Lisa,Morse,lisa.morse@gmail.com,Comedy,Forrest Gump (1994)
399,25,M,other,92374,Angela,Arnold,angela.arnold@yahoo.com,Drama,White Squall (1996)
400,33,F,administrator,78213,Luis,Quinn,luis.quinn@yahoo.com,Thriller,Contact (1997)
401,46,F,healthcare,84107,William,Martin,william.martin@outlook.com,Drama,Back to the Future (1985)
402,30,M,engineer,95129,Natasha,Adams,natasha.adams@yahoo.com,Drama,North by Northwest (1959)
403,37,M,other,06811,Darren,Meadows,darren.meadows@outlook.com,Comedy,Independence Day (ID4) (1996)
404,29,F,programmer,55108,Lauren,Garza,lauren.garza@yahoo.com,Thriller,Titanic (1997)
405,22,F,healthcare,10019,Deborah,Garcia,deborah.garcia@gmail.com,Drama,Indiana Jones and the Last Crusade (1989)
406,52,M,educator,93109,Alfred,Munoz,alfred.munoz@gmail.com,Drama,Hoop Dreams (1994)
407,29,M,engineer,03261,Veronica,Harper,veronica.harper@gmail.com,Comedy,Raiders of the Lost Ark (1981)
408,23,M,student,61755,Bethany,Williamson,bethany.williamson@outlook.com,Drama,"Saint, The (1997)"
409,48,M,administrator,98225,Lawrence,Gibbs,lawrence.gibbs@gmail.com,Drama,Star Wars (1977)
410,30,F,artist,94025,William,Riddle,william.riddle@yahoo.com,Drama,Titanic (1997)
411,34,M,educator,44691,Martin,Richards,martin.richards@outlook.com,Action,"Empire Strikes Back, The (1980)"
412,25,M,educator,15222,Jacob,Woods,jacob.woods@outlook.com,Drama,Schindler's List (1993)
413,55,M,educator,78212,Christopher,Cannon,christopher.cannon@gmail.com,Drama,Lone Star (1996)
414,24,M,programmer,38115,Derrick,Rodriguez,derrick.rodriguez@gmail.com,Thriller,Fargo (1996)
415,39,M,educator,85711,Chelsea,Moore,chelsea.moore@gmail.com,Thriller,Kaspar Hauser (1993)
416,20,F,student,92626,Mary,Butler,mary.butler@yahoo.com,Drama,Phenomenon (1996)
417,27,F,other,48103,Alexander,Lambert,alexander.lambert@yahoo.com,Comedy,Much Ado About Nothing (1993)
418,55,F,none,21206,Kara,Fields,kara.fields@gmail.com,Thriller,"Full Monty, The (1997)"
419,37,M,lawyer,43215,Miranda,Adkins,miranda.adkins@yahoo.com,Romance,Singin' in the Rain (1952)
420,53,M,educator,02140,Katherine,Williams,katherine.williams@yahoo.com,Drama,Emma (1996)
421,38,F,programmer,55105,Joseph,Rodriguez,joseph.rodriguez@gmail.com,Thriller,"Birds, The (1963)"
422,26,M,entertainment,94533,David,Jones,david.jones@gmail.com,Drama,"City of Lost Children, The (1995)"
423,64,M,other,91606,William,Walker,william.walker@outlook.com,Drama,Good Will Hunting (1997)
424,36,F,marketing,55422,Thomas,Bates,thomas.bates@yahoo.com,Drama,Dead Man Walking (1995)
425,19,M,student,58644,Maria,Mcdonald,maria.mcdonald@outlook.com,Action,Starship Troopers (1997)
426,55,M,educator,01602,Danielle,Sanchez,danielle.sanchez@outlook.com,Drama,North by Northwest (1959)
427,51,M,doctor,85258,Robyn,Carney,robyn.carney@outlook.com,Drama,"Smile Like Yours, A (1997)"
428,28,M,student,55414,Bonnie,Lewis,bonnie.lewis@outlook.com,Drama,Seven Years in Tibet (1997)
429,27,M,student,29205,Brenda,Owens,brenda.owens@yahoo.com,Drama,"Remains of the Day, The (1993)"
430,38,M,scientist,98199,Jared,Chambers,jared.chambers@outlook.com,Drama,Bound (1996)
431,24,M,marketing,92629,Juan,Fry,juan.fry@yahoo.com,Thriller,Liar Liar (1997)
432,22,M,entertainment,50311,Cassandra,Matthews,cassandra.matthews@yahoo.com,Comedy,Jerry Maguire (1996)
433,27,M,artist,11211,Dawn,Carroll,dawn.carroll@yahoo.com,Drama,L.A. Confidential (1997)
434,16,F,student,49705,Heather,Reyes,heather.reyes@outlook.com,Comedy,Broken Arrow (1996)
435,24,M,engineer,60007,Holly,Patterson,holly.patterson@outlook.com,Comedy,Like Water For Chocolate (Como agua para chocolate) (1992)
436,30,F,administrator,17345,Kristina,Mcpherson,kristina.mcpherson@outlook.com,Drama,Pump Up the Volume (1990)
437,27,F,other,20009,Meagan,Wells,meagan.wells@yahoo.com,Drama,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
438,51,F,administrator,43204,Miguel,Scott,miguel.scott@yahoo.com,Comedy,"First Wives Club, The (1996)"
439,23,F,administrator,20817,Joseph,Mendoza,joseph.mendoza@outlook.com,Drama,"Postino, Il (1994)"
440,30,M,other,48076,Jasmine,Rhodes,jasmine.rhodes@gmail.com,Drama,"Life Less Ordinary, A (1997)"
441,50,M,technician,55013,Kristin,Carpenter,kristin.carpenter@yahoo.com,Comedy,Toy Story (1995)
442,22,M,student,85282,Kimberly,Smith,kimberly.smith@yahoo.com,Action,Escape from New York (1981)
443,35,M,salesman,33308,Kelly,Willis,kelly.willis@outlook.com,Action,Contact (1997)
444,51,F,lawyer,53202,Jesse,Mcdonald,jesse.mcdonald@gmail.com,Drama,Star Wars (1977)
445,21,M,writer,92653,Savannah,Aguilar,savannah.aguilar@gmail.com,Drama,Trainspotting (1996)
446,57,M,educator,60201,Michael,Sims,michael.sims@outlook.com,Drama,Rosewood (1997)
447,30,M,administrator,55113,Richard,Ryan,richard.ryan@yahoo.com,Drama,Independence Day (ID4) (1996)
448,23,M,entertainment,10021,Jason,Moody,jason.moody@gmail.com,Drama,"Full Monty, The (1997)"
449,23,M,librarian,55021,Christine,Williams,christine.williams@outlook.com,Drama,Big Night (1996)
450,35,F,educator,11758,Nancy,Horton,nancy.horton@yahoo.com,Drama,Tombstone (1993)
451,16,M,student,48446,Rebecca,Hooper,rebecca.hooper@outlook.com,Drama,Liar Liar (1997)
452,35,M,administrator,28018,Laura,Jones,laura.jones@yahoo.com,Drama,Amadeus (1984)
453,18,M,student,06333,Brittany,Riley,brittany.riley@yahoo.com,Drama,Chasing Amy (1997)
454,57,M,other,97330,Kristen,Gilbert,kristen.gilbert@outlook.com,Drama,Good Will Hunting (1997)
455,48,M,administrator,83709,Jacob,Humphrey,jacob.humphrey@yahoo.com,Drama,2001: A Space Odyssey (1968)
456,24,M,technician,31820,Amber,Perkins,amber.perkins@gmail.com,Drama,Vertigo (1958)
457,33,F,salesman,30011,Maurice,Lambert,maurice.lambert@outlook.com,Drama,Raging Bull (1980)
458,47,M,technician,Y1A6B,Loretta,Coleman,loretta.coleman@outlook.com,Drama,Amadeus (1984)
459,22,M,student,29201,James,Johnson,james.johnson@gmail.com,Action,Independence Day (ID4) (1996)
460,44,F,other,60630,Ashley,Flowers,ashley.flowers@gmail.com,Drama,"Wings of the Dove, The (1997)"
461,15,M,student,98102,Christine,Weber,christine.weber@outlook.com,Comedy,Until the End of the World (Bis ans Ende der Welt) (1991)
462,19,F,student,02918,Daniel,Sandoval,daniel.sandoval@gmail.com,Drama,I Know What You Did Last Summer (1997)
463,48,F,healthcare,75218,Christine,Rivera,christine.rivera@outlook.com,Drama,"Godfather, The (1972)"
464,60,M,writer,94583,Daniel,Watson,daniel.watson@outlook.com,Thriller,"Full Monty, The (1997)"
465,32,M,other,05001,Matthew,Jordan,matthew.jordan@gmail.com,Drama,"Shawshank Redemption, The (1994)"
466,22,M,student,90804,Rachel,Tate,rachel.tate@gmail.com,Action,"Edge, The (1997)"
467,29,M,engineer,91201,Susan,Sullivan,susan.sullivan@yahoo.com,Drama,Mystery Science Theater 3000: The Movie (1996)
468,28,M,engineer,02341,John,Sanders,john.sanders@outlook.com,Drama,This Is Spinal Tap (1984)
469,60,M,educator,78628,Jacob,Gross,jacob.gross@outlook.com,Drama,"Third Man, The (1949)"
470,24,M,programmer,10021,Michael,Wall,michael.wall@gmail.com,Drama,Star Wars (1977)
471,10,M,student,77459,Susan,Smith,susan.smith@gmail.com,Children's,Homeward Bound: The Incredible Journey (1993)
472,24,M,student,87544,Joshua,Thornton,joshua.thornton@yahoo.com,Action,Seven (Se7en) (1995)
473,29,M,student,94708,Jeremy,Rodriguez,jeremy.rodriguez@outlook.com,Drama,Heat (1995)
474,51,M,executive,93711,Brianna,Torres,brianna.torres@yahoo.com,Drama,Babe (1995)
475,30,M,programmer,75230,Jessica,Owens,jessica.owens@gmail.com,Drama,Fargo (1996)
476,28,M,student,60440,Eric,Reed,eric.reed@yahoo.com,Comedy,"Sting, The (1973)"
477,23,F,student,02125,Joshua,Suarez,joshua.suarez@yahoo.com,Romance,One Fine Day (1996)
478,29,M,other,10019,Jessica,Guzman,jessica.guzman@outlook.com,Comedy,"Sound of Music, The (1965)"
479,30,M,educator,55409,Lindsay,Fitzgerald,lindsay.fitzgerald@yahoo.com,Action,Monty Python and the Holy Grail (1974)
480,57,M,retired,98257,Brett,Davis,brett.davis@yahoo.com,Drama,Henry V (1989)
481,73,M,retired,37771,Kimberly,Williams,kimberly.williams@yahoo.com,Comedy,"Great Dictator, The (1940)"
482,18,F,student,40256,Michael,Barnes,michael.barnes@yahoo.com,Action,Titanic (1997)
483,29,M,scientist,43212,Erin,Vaughan,erin.vaughan@outlook.com,Action,Mystery Science Theater 3000: The Movie (1996)
484,27,M,student,21208,Clarence,Greene,clarence.greene@yahoo.com,Action,Four Weddings and a Funeral (1994)
485,44,F,educator,95821,Tyler,Clark,tyler.clark@yahoo.com,Drama,Kolya (1996)
486,39,M,educator,93101,Phillip,Wright,phillip.wright@gmail.com,Drama,Courage Under Fire (1996)
487,22,M,engineer,92121,Dawn,Keller,dawn.keller@gmail.com,Drama,Up Close and Personal (1996)
488,48,M,technician,21012,Samuel,Black,samuel.black@outlook.com,Drama,Rudy (1993)
489,55,M,other,45218,David,Lopez,david.lopez@yahoo.com,Drama,Star Kid (1997)
490,29,F,artist,V5A2B,David,Hicks,david.hicks@yahoo.com,Drama,Swingers (1996)
491,43,F,writer,53711,Miranda,Weaver,miranda.weaver@gmail.com,Drama,Eat Drink Man Woman (1994)
492,57,M,educator,94618,Diana,Duncan,diana.duncan@yahoo.com,Drama,Schindler's List (1993)
493,22,M,engineer,60090,Mark,Brown,mark.brown@outlook.com,Action,Forrest Gump (1994)
494,38,F,administrator,49428,Michael,Harrison,michael.harrison@yahoo.com,Drama,"Shawshank Redemption, The (1994)"
495,29,M,engineer,03052,Deanna,Willis,deanna.willis@outlook.com,Action,Raiders of the Lost Ark (1981)
496,21,F,student,55414,Morgan,Hammond,morgan.hammond@gmail.com,Drama,Immortal Beloved (1994)
497,20,M,student,50112,Jill,Keller,jill.keller@yahoo.com,Action,Top Gun (1986)
498,26,M,writer,55408,Kristin,Hodge,kristin.hodge@yahoo.com,Drama,Raging Bull (1980)
499,42,M,programmer,75006,Juan,Hopkins,juan.hopkins@gmail.com,Drama,Lawrence of Arabia (1962)
500,28,M,administrator,94305,Eric,Wilson,eric.wilson@gmail.com,Drama,Ninotchka (1939)
501,22,M,student,10025,Linda,Chapman,linda.chapman@gmail.com,Drama,"Godfather, The (1972)"
502,22,M,student,23092,Jonathan,Smith,jonathan.smith@gmail.com,Thriller,Scream (1996)
503,50,F,writer,27514,Melissa,Alexander,melissa.alexander@yahoo.com,Drama,Return of the Jedi (1983)
504,40,F,writer,92115,Lori,Smith,lori.smith@outlook.com,Drama,My Favorite Year (1982)
505,27,F,other,20657,David,Wood,david.wood@yahoo.com,Drama,"African Queen, The (1951)"
506,46,M,programmer,03869,Julie,Mitchell,julie.mitchell@outlook.com,Comedy,His Girl Friday (1940)
507,18,F,writer,28450,Sandra,Barrett,sandra.barrett@outlook.com,Action,Alien: Resurrection (1997)
508,27,M,marketing,19382,Lisa,Reyes,lisa.reyes@outlook.com,Comedy,"Empire Strikes Back, The (1980)"
509,23,M,administrator,10011,Kevin,Bailey,kevin.bailey@gmail.com,Action,Star Wars (1977)
510,34,M,other,98038,Ronald,Baker,ronald.baker@yahoo.com,Drama,Air Force One (1997)
511,22,M,student,21250,Charles,Tanner,charles.tanner@yahoo.com,Thriller,Rosewood (1997)
512,29,M,other,20090,Tiffany,Brown,tiffany.brown@gmail.com,Drama,Nikita (La Femme Nikita) (1990)
513,43,M,administrator,26241,Carol,Byrd,carol.byrd@gmail.com,Action,"Rock, The (1996)"
514,27,M,programmer,20707,Sean,Macias,sean.macias@yahoo.com,Drama,Terminator 2: Judgment Day (1991)
515,53,M,marketing,49508,Anthony,Stanton,anthony.stanton@yahoo.com,Drama,Air Force One (1997)
516,53,F,librarian,10021,Kelsey,Meadows,kelsey.meadows@outlook.com,Drama,"Big Lebowski, The (1998)"
517,24,M,student,55454,Elizabeth,Strong,elizabeth.strong@gmail.com,Action,Air Force One (1997)
518,49,F,writer,99709,Joseph,Norton,joseph.norton@gmail.com,Drama,"Birdcage, The (1996)"
519,22,M,other,55320,Elizabeth,Smith,elizabeth.smith@gmail.com,Drama,Hugo Pool (1997)
520,62,M,healthcare,12603,Richard,Torres,richard.torres@gmail.com,Drama,"Full Monty, The (1997)"
521,19,M,student,02146,Henry,Cox,henry.cox@outlook.com,Action,Akira (1988)
522,36,M,engineer,55443,Lauren,Zimmerman,lauren.zimmerman@gmail.com,Drama,Fargo (1996)
523,50,F,administrator,04102,Bradley,Thomas,bradley.thomas@gmail.com,Comedy,Wallace & Gromit: The Best of Aardman Animation (1996)
524,56,M,educator,02159,Angela,Clark,angela.clark@gmail.com,Drama,Patton (1970)
525,27,F,administrator,19711,Brittney,Turner,brittney.turner@outlook.com,Drama,Leaving Las Vegas (1995)
526,30,M,marketing,97124,Christine,Dixon,christine.dixon@gmail.com,Drama,"Full Monty, The (1997)"
